postcodeSector,households,numberOfPostcodeUnits,headcount
SP5  3,2575,285,6237
SP5  4,987,160,2339
SP5  5,1533,241,3188
SP6  1,2900,280,6581
SP6  2,1266,218,2887
SP6  3,2088,251,4704
SP7  0,1064,212,3102
SP7  8,3395,307,8950
SP7  9,1688,232,3519
SP8  4,5127,373,10780
SP8  5,1556,279,3606
SP9  7,3101,365,12124
SR1  1,444,291,1111
SR1  2,1764,207,3026
SR1  3,549,176,955
SR2  0,4103,284,10886
SR2  7,4386,307,7749
SR2  8,3407,233,5906
SR2  9,3334,231,7527
SR3  1,5466,312,11608
SR3  2,4539,345,10263
SR3  3,4548,273,9272
SR3  4,3094,162,6879
SR4  0,3018,214,8501
SR4  6,3673,296,8462
SR4  7,4307,281,10225
SR4  8,4068,213,8582
SR4  9,2907,200,5874
SR5  1,2821,216,5572
SR5  2,2524,244,4984
SR5  3,3655,277,8478
SR5  4,2785,192,5988
SR5  5,3998,224,9165
SR6  0,2872,206,5007
SR6  7,4469,307,9845
SR6  8,2677,163,6190
SR6  9,3887,237,8061
SR7  0,2567,185,5440
SR7  7,4496,320,10417
SR7  8,3390,232,7300
SR7  9,3466,253,7257
SR8  1,2000,208,4834
SR8  2,3515,227,7780
SR8  3,3644,291,7521
SR8  4,3667,235,7146
SR8  5,3029,212,7386
SS0  0,4256,246,10311
SS0  7,5316,309,10083
SS0  8,3636,203,7557
SS0  9,5974,350,14584
SS1  1,1584,243,3744
SS1  2,7071,392,15477
SS1  3,3945,298,9010
SS11 7,2964,273,9197
SS11 8,4172,352,10169
SS12 0,3022,232,7341
SS12 9,4582,287,11441
SS13 1,3940,285,9195
SS13 2,2245,173,5676
SS13 3,3278,230,7796
SS14 1,4088,347,10634
SS14 2,4755,299,12454
SS14 3,1782,315,5955
SS15 4,2375,135,5231
SS15 5,6683,390,18520
SS15 6,3885,291,10127
SS16 4,5068,299,12057
SS16 5,4207,320,11743
SS16 6,3112,253,8381
SS17 0,3410,272,9327
SS17 7,4731,271,11458
SS17 8,3506,223,8968
SS17 9,1761,172,4178
SS2  4,7211,318,16363
SS2  5,3945,302,9259
SS2  6,5348,378,13505
SS3  0,2949,246,7651
SS3  8,2401,158,5293
SS3  9,6624,386,16253
SS4  1,5190,364,12678
SS4  2,325,85,876
SS4  3,3387,234,8450
SS5  4,3773,345,10104
SS5  5,2487,190,5738
SS5  6,2698,181,6438
SS6  7,2926,330,7502
SS6  8,5137,318,12116
SS6  9,4974,336,12806
SS7  1,3659,289,9864
SS7  2,4528,280,9825
SS7  3,4683,339,10784
SS7  4,3572,209,8466
SS7  5,4468,306,11603
SS8  0,3189,253,7463
SS8  7,3587,307,8562
SS8  8,3646,211,7086
SS8  9,6103,362,15216
SS9  1,4541,302,9229
SS9  2,3801,310,8640
SS9  3,4496,289,10704
SS9  4,4493,270,10272
SS9  5,5107,333,11882
ST1  2,1866,194,3428
ST1  3,2687,284,6775
ST1  4,1693,222,5223
ST1  5,1663,298,3718
ST1  6,6164,311,13298
ST10 1,4970,349,11074
ST10 2,2338,201,5057
ST10 3,1072,123,2024
ST10 4,2958,254,7002
ST11 9,4443,275,9801
ST12 9,1738,145,4175
ST13 5,3185,268,6432
ST13 6,2817,213,6112
ST13 7,2938,267,7105
ST13 8,3956,318,8168
ST14 5,1919,193,5613
ST14 7,3640,262,8741
ST14 8,2790,322,7369
ST15 0,4027,367,10776
ST15 8,5520,397,12146
ST16 1,5568,374,14764
ST16 2,970,263,1943
ST16 3,7288,393,16866
ST17 0,5136,350,11715
ST17 4,5536,339,11910
ST17 9,6894,396,14904
ST18 0,4317,395,12184
ST18 9,2363,251,5960
ST19 5,3635,280,9339
ST19 9,2783,235,6169
ST2  0,4514,263,10981
ST2  7,3679,208,7726
ST2  8,3155,176,8477
ST2  9,3912,213,8277
ST20 0,2949,273,7034
ST21 6,2504,251,6502
ST3  1,2686,269,5483
ST3  2,3525,252,7484
ST3  3,3678,185,8234
ST3  4,3826,275,9925
ST3  5,5818,324,13403
ST3  6,4456,242,10706
ST3  7,5571,376,13272
ST4  1,789,178,1313
ST4  2,2887,321,6829
ST4  3,3603,238,7128
ST4  4,3186,287,7153
ST4  5,3697,238,7895
ST4  6,3496,261,8308
ST4  7,3270,264,6827
ST4  8,5140,392,12433
ST5  0,4378,297,9499
ST5  1,1646,289,3305
ST5  2,4457,293,9059
ST5  3,4297,279,9684
ST5  4,2788,186,6103
ST5  5,1246,172,5042
ST5  6,3922,245,9556
ST5  7,4820,304,11209
ST5  8,5042,261,10775
ST5  9,3434,230,8056
ST6  1,3608,238,7576
ST6  2,1301,191,3641
ST6  3,1463,224,3975
ST6  4,2235,244,4791
ST6  5,4610,301,11321
ST6  6,5912,312,14110
ST6  7,4116,210,9021
ST6  8,5645,295,12848
ST7  1,4842,302,11393
ST7  2,5443,391,14135
ST7  3,3366,294,7244
ST7  4,6339,356,14393
ST7  8,3567,196,8004
ST8  6,5034,289,10665
ST8  7,4034,321,9301
ST9  0,2672,187,6329
ST9  9,2415,222,5692
SW10 0,4786,389,8340
SW10 9,5415,388,8685
SW11 1,4613,356,9276
SW11 2,6465,363,14117
SW11 3,5732,392,13867
SW11 4,4234,315,8544
SW11 5,7859,391,17592
SW11 6,4363,296,11359
SW12 0,3285,248,8471
SW12 8,5468,347,13021
SW12 9,5158,330,10675
SW13 0,3066,258,6750
SW13 8,973,66,1764
SW13 9,3173,278,7263
SW14 7,3238,272,7864
SW14 8,4026,327,9607
SW15 1,4519,329,9464
SW15 2,5037,378,11555
SW15 3,5033,322,11766
SW15 4,3973,201,10579
SW15 5,4060,288,11266
SW15 6,3912,334,9344
SW16 1,4913,341,11537
SW16 2,7385,391,16272
SW16 3,3486,260,9584
SW16 4,5040,365,14031
SW16 5,6729,373,18716
SW16 6,5844,335,15830
SW17 0,6229,392,15407
SW17 6,889,40,1655
SW17 7,5234,350,12613
SW17 8,8221,365,18484
SW17 9,6309,366,16365
SW18 1,5277,381,14298
SW18 2,4357,308,10263
SW18 3,5602,299,14242
SW18 4,4868,375,12951
SW18 5,5510,330,14089
SW19 1,4916,353,10619
SW19 2,5392,349,13202
SW19 3,4388,366,11685
SW19 4,3266,356,6602
SW19 5,1779,251,4223
SW19 6,5065,319,12283
SW19 7,2788,241,6363
SW19 8,6449,386,15573
SW1A 1,224,187,173
SW1E 5,143,195,204
SW1E 6,264,177,853
SW1H 0,269,189,411
SW1H 9,295,173,281
SW1P 1,1414,375,2439
SW1P 2,1987,282,3249
SW1P 3,423,242,950
SW1P 4,3774,295,6406
SW1V 1,1150,272,2150
SW1V 2,3465,301,5635
SW1V 3,4833,291,7837
SW1V 4,3410,255,5946
SW1W 0,394,234,747
SW1W 8,3470,304,4375
SW1W 9,1471,270,1766
SW1X 0,1432,143,1425
SW1X 7,613,271,735
SW1X 8,1006,268,1397
SW1X 9,1335,242,1298
SW1Y 4,236,308,139
SW1Y 6,215,214,229
SW2  1,3311,312,7678
SW2  2,5189,330,11742
SW2  3,5782,317,13759
SW2  4,5024,345,11571
SW2  5,4350,299,10789
SW20 0,3808,336,9675
SW20 8,4863,334,11649
SW20 9,3312,181,9188
SW3  1,936,232,861
SW3  2,2815,295,3350
SW3  3,3608,298,3598
SW3  4,2282,300,4321
SW3  5,2930,348,4404
SW3  6,1594,244,2471
SW4  0,3057,284,6726
SW4  6,4553,302,9991
SW4  7,3711,320,8867
SW4  8,3079,232,7444
SW4  9,3010,290,8148
SW5  0,3885,326,6282
SW5  9,4992,382,7673
SW6  1,3702,358,7188
SW6  2,5852,391,13849
SW6  3,4057,344,8786
SW6  4,3462,357,7276
SW6  5,3377,274,7533
SW6  6,5097,340,10906
SW6  7,4616,351,10310
SW7  1,1993,260,2575
SW7  2,1088,259,1744
SW7  3,2455,244,3177
SW7  4,2748,301,4004
SW7  5,2970,273,3635
SW8  1,5054,363,11710
SW8  2,4817,333,12494
SW8  3,3021,251,6302
SW8  4,4203,293,7899
SW8  5,210,148,243
SW9  0,5036,322,11847
SW9  6,2623,330,8153
SW9  7,3744,322,9450
SW9  8,2565,323,6528
SW9  9,5166,357,12025
SY1  1,986,316,1785
SY1  2,3512,315,7877
SY1  3,3469,311,7918
SY1  4,3897,287,11087
SY10 0,1132,6,2248
SY10 7,1663,234,4769
SY10 8,1550,227,3502
SY10 9,2065,204,5153
SY11 1,2973,301,6520
SY11 2,4862,350,10791
SY11 3,2386,214,5768
SY11 4,1852,224,4773
SY12 0,2027,237,4969
SY12 9,1531,185,3649
SY13 1,4389,332,9333
SY13 2,1715,223,4484
SY13 3,1239,65,2540
SY13 4,1151,212,3326
SY14 7,1064,145,3270
SY14 8,1451,218,3775
SY15 6,2336,45,5387
SY2  5,5044,348,11678
SY2  6,2712,284,7049
SY21 8,2077,18,4734
SY22 5,965,1,2120
SY22 6,3410,32,7157
SY3  0,2172,198,5364
SY3  5,1997,169,4612
SY3  6,1225,66,2202
SY3  7,3633,269,7174
SY3  8,4001,360,9246
SY3  9,2097,227,6171
SY4  1,1214,162,3190
SY4  2,1041,151,3252
SY4  3,1724,234,4548
SY4  4,2404,308,6053
SY4  5,3883,337,9491
SY5  0,2805,321,6212
SY5  6,1753,224,3857
SY5  7,1204,195,3247
SY5  8,1335,205,4594
SY5  9,1969,243,5036
SY6  6,2085,233,4206
SY6  7,1091,138,2705
SY7  0,1699,198,3579
SY7  8,1784,206,2984
SY7  9,2188,231,4360
SY8  1,4359,362,8066
SY8  2,1585,185,3839
SY8  3,1498,200,3278
SY8  4,1605,176,3443
SY9  5,1362,146,2821
TA1  1,3028,356,6752
TA1  2,5754,322,13198
TA1  3,3769,352,8362
TA1  4,2908,311,6479
TA1  5,2908,212,7325
TA10 0,1753,203,4111
TA10 9,2436,302,5972
TA11 6,2901,291,7329
TA11 7,1260,190,2814
TA12 6,2901,209,6188
TA13 5,1917,176,4344
TA14 6,1370,112,3182
TA15 6,389,32,690
TA16 5,882,63,1982
TA17 8,267,36,541
TA18 7,1957,253,4109
TA18 8,2866,225,6597
TA19 0,2767,252,5791
TA19 9,2675,300,6518
TA2  6,3406,300,10168
TA2  7,4605,277,10065
TA2  8,3353,316,11574
TA20 1,3586,282,9165
TA20 2,3501,264,7405
TA20 3,1308,226,2771
TA20 4,1077,193,2237
TA21 0,1754,216,4177
TA21 8,3305,265,8369
TA21 9,3065,249,8666
TA22 9,1463,206,2633
TA23 0,2793,299,5732
TA24 5,2944,284,5547
TA24 6,2951,308,6234
TA24 7,1007,247,1882
TA24 8,2726,245,4956
TA3  5,2560,245,5851
TA3  6,2088,270,5019
TA3  7,1767,246,4408
TA4  1,2210,220,5618
TA4  2,1959,316,4287
TA4  3,2350,292,5570
TA4  4,1926,256,4283
TA5  1,2494,255,5392
TA5  2,2146,289,6913
TA6  3,4608,328,10175
TA6  4,5408,396,15231
TA6  5,2833,244,6282
TA6  6,4704,384,13016
TA6  7,2911,213,7991
TA7  0,2119,218,5224
TA7  8,2627,239,6637
TA7  9,1756,217,4026
TA8  1,3585,230,7586
TA8  2,4553,306,9188
TA9  3,3684,295,8957
TA9  4,1704,223,4567
TD12 4,653,97,1245
TD15 1,2812,262,5136
TD15 2,5750,374,11533
TF1  1,1975,303,4472
TF1  2,2929,223,8849
TF1  3,3382,242,7623
TF1  5,3457,280,11298
TF1  6,3684,238,10466
TF10 7,4512,379,12478
TF10 8,1503,209,4728
TF10 9,1388,160,3548
TF11 8,2866,326,8135
TF11 9,1631,201,4473
TF12 5,2529,260,5760
TF13 6,1683,221,3827
TF2  0,1166,66,2508
TF2  6,3009,285,7082
TF2  7,3409,246,8079
TF2  8,4076,267,10698
TF2  9,4477,377,12390
TF3  1,4400,296,11014
TF3  2,3533,180,8825
TF3  5,1517,154,6796
TF4  2,3866,318,11657
TF4  3,3801,339,11355
TF5  0,2003,138,5078
TF6  5,580,108,1718
TF6  6,1490,236,4070
TF7  4,2626,312,6415
TF7  5,4888,320,12652
TF8  7,1388,214,3012
TF9  1,2896,259,6546
TF9  2,2303,287,6654
TF9  3,3437,334,8874
TF9  4,1966,249,4899
TN1  1,2126,360,3737
TN1  2,3824,357,7983
TN10 3,3324,254,8391
TN10 4,3455,231,8427
TN11 0,1810,254,5176
TN11 8,1537,231,3524
TN11 9,2354,277,6131
TN12 0,2387,313,6909
TN12 5,1367,174,3152
TN12 6,4209,372,10215
TN12 7,1164,187,2929
TN12 8,944,146,2383
TN12 9,1914,310,5774
TN13 1,2170,384,6141
TN13 2,3628,349,9339
TN13 3,4362,370,10090
TN14 5,2784,301,7849
TN14 6,1442,210,3462
TN14 7,2103,281,5328
TN15 0,1759,257,4439
TN15 6,4071,347,9787
TN15 7,1429,232,3772
TN15 8,2155,276,5999
TN15 9,741,97,1730
TN16 1,2244,314,5065
TN16 2,1017,149,2722
TN16 3,4808,360,11896
TN17 1,960,136,2116
TN17 2,1473,255,3863
TN17 3,1920,216,4409
TN17 4,1541,210,3916
TN18 4,1741,244,3865
TN18 5,1030,169,2784
TN19 7,2144,279,5207
TN2  3,4357,387,11238
TN2  4,3546,324,8413
TN2  5,4344,371,10099
TN20 6,1719,236,3760
TN21 0,2465,339,6946
TN21 8,3214,354,7204
TN21 9,1289,214,2817
TN22 1,2827,314,6477
TN22 2,1446,118,3329
TN22 3,1767,307,4787
TN22 4,1451,190,3481
TN22 5,3616,390,9495
TN23 1,829,345,2201
TN23 3,5193,358,16109
TN23 4,2130,164,5659
TN23 5,5803,302,15793
TN23 6,662,71,1548
TN23 7,1280,110,3563
TN24 0,5895,384,15789
TN24 8,2643,347,7164
TN24 9,4773,302,11730
TN25 4,1918,222,5528
TN25 5,1693,192,3545
TN25 6,2107,274,5105
TN25 7,936,173,5107
TN26 1,1161,137,2877
TN26 2,1511,204,3954
TN26 3,2187,281,5562
TN27 0,1855,244,4541
TN27 8,1665,230,4331
TN27 9,2050,305,5424
TN28 8,3853,345,8855
TN29 0,3531,308,7184
TN29 9,2803,308,6035
TN3  0,2246,286,5862
TN3  8,702,131,1724
TN3  9,1791,297,4028
TN30 6,2681,307,5764
TN30 7,1681,192,4173
TN31 6,3089,338,6900
TN31 7,4006,341,7142
TN32 5,2172,315,5218
TN33 0,3716,356,8272
TN33 9,1851,242,4389
TN34 1,3362,370,6003
TN34 2,5495,311,12902
TN34 3,5905,340,11555
TN35 4,3189,272,7417
TN35 5,4535,236,10250
TN36 4,1332,117,2255
TN37 6,5735,306,9611
TN37 7,4411,335,11087
TN38 0,7243,397,13851
TN38 8,1938,103,4664
TN38 9,4260,306,10442
TN39 3,5563,365,10132
TN39 4,4715,341,10307
TN39 5,2421,138,6078
TN4  0,3723,335,9346
TN4  8,4115,360,9065
TN4  9,5798,366,12869
TN40 1,4493,331,7546
TN40 2,4562,305,10583
TN5  6,2126,309,4898
TN5  7,1608,234,3842
TN6  1,3472,385,8240
TN6  2,4326,385,10065
TN6  3,2384,320,7293
TN7  4,953,138,2358
TN8  5,2323,279,5789
TN8  6,2103,293,5738
TN8  7,1073,197,2646
TN9  1,3013,369,7892
TN9  2,4538,329,11370
TQ1  1,4356,321,8609
TQ1  2,2845,256,4667
TQ1  3,4648,329,9449
TQ1  4,4766,347,10435
TQ10 9,1885,203,4058
TQ11 0,1894,185,4235
TQ12 1,4988,393,13727
TQ12 2,2626,306,5413
TQ12 3,4683,358,12136
TQ12 4,3871,329,9044
TQ12 5,4047,359,9013
TQ12 6,3251,393,9170
TQ13 0,2682,269,6735
TQ13 7,2550,312,5468
TQ13 8,1968,278,3882
TQ13 9,3752,393,8311
TQ14 0,1097,104,1723
TQ14 8,4142,372,7419
TQ14 9,4678,335,10449
TQ2  5,2875,337,5386
TQ2  6,4664,332,10609
TQ2  7,4724,329,11850
TQ2  8,3255,247,8677
TQ3  1,3696,274,8435
TQ3  2,4114,298,9006
TQ3  3,6274,393,15190
TQ4  5,2978,266,5588
TQ4  6,2503,201,4720
TQ4  7,3919,360,10520
TQ5  0,2804,215,5292
TQ5  8,2859,245,4896
TQ5  9,4317,342,8940
TQ6  0,1849,252,2883
TQ6  9,3290,283,4954
TQ7  1,3021,272,5634
TQ7  2,2408,263,4202
TQ7  3,2625,269,3743
TQ7  4,1794,240,3485
TQ8  8,2087,213,1732
TQ9  5,4157,396,8759
TQ9  6,2161,341,5740
TQ9  7,2211,318,5286
TR1  1,4126,389,9317
TR1  2,1636,368,4147
TR1  3,3991,379,9942
TR10 8,3342,282,7482
TR10 9,1262,172,5144
TR11 2,3777,326,8901
TR11 3,2230,327,4504
TR11 4,3601,307,8199
TR11 5,4648,364,10096
TR12 6,2292,250,3982
TR12 7,2594,240,5418
TR13 0,1818,276,4824
TR13 8,4428,378,10350
TR13 9,2855,270,5511
TR14 0,2105,231,5861
TR14 7,3834,282,9035
TR14 8,4099,352,9933
TR14 9,1047,121,2989
TR15 1,2778,271,6415
TR15 2,2915,285,6368
TR15 3,3514,320,9242
TR16 4,2527,236,5675
TR16 5,2285,276,6152
TR16 6,1621,244,4579
TR17 0,871,107,1633
TR18 2,2869,349,5579
TR18 3,2986,232,5851
TR18 4,2736,287,4736
TR18 5,1861,205,3356
TR19 6,2101,283,3248
TR19 7,3146,292,5532
TR2  4,2412,287,6222
TR2  5,2857,301,4281
TR20 8,2198,333,5266
TR20 9,2266,244,4459
TR21 0,1046,101,1592
TR22 0,106,2,81
TR24 0,164,17,152
TR25 0,73,4,138
TR26 1,2660,288,2952
TR26 2,3461,324,6146
TR26 3,891,139,1903
TR27 4,3293,246,7378
TR27 5,2018,188,5312
TR27 6,1483,227,3567
TR3  6,3700,316,8088
TR3  7,2044,259,4914
TR4  8,2875,333,6742
TR4  9,2161,249,6267
TR5  0,2087,221,4261
TR6  0,1914,204,4035
TR7  1,3585,359,6663
TR7  2,4019,302,9014
TR7  3,2670,186,6486
TR8  4,1714,308,5921
TR8  5,2122,285,4965
TR9  6,3677,316,8646
TS1  1,148,222,425
TS1  2,641,231,1312
TS1  3,2124,215,5474
TS1  4,4229,246,8098
TS1  5,806,197,1385
TS10 1,3423,277,6629
TS10 2,4681,310,11378
TS10 3,2539,239,5383
TS10 4,4074,316,9850
TS10 5,2142,236,4648
TS11 6,1830,140,3475
TS11 7,2085,145,4362
TS11 8,1627,133,3297
TS12 1,3070,244,6207
TS12 2,5716,391,13076
TS12 3,1725,151,3407
TS13 4,3758,311,7823
TS13 5,1481,130,2134
TS14 6,3359,278,6823
TS14 7,2441,161,6033
TS14 8,2205,184,5792
TS15 0,1103,120,2302
TS15 9,4642,390,11828
TS16 0,3127,284,7765
TS16 9,1376,105,3037
TS17 0,5760,391,14413
TS17 5,3540,198,13242
TS17 6,1927,210,3326
TS17 7,990,113,1882
TS17 8,2661,205,6826
TS17 9,3386,210,7023
TS18 1,1277,301,2594
TS18 2,1339,284,3981
TS18 3,2761,349,8456
TS18 4,2699,181,5838
TS18 5,2911,199,6655
TS19 0,5548,327,11611
TS19 7,3896,255,8676
TS19 8,4181,370,11072
TS19 9,2344,170,5380
TS2  1,359,294,936
TS20 1,5245,324,10786
TS20 2,4372,339,9733
TS21 1,1656,225,4293
TS21 2,1333,130,3034
TS21 3,1423,177,3524
TS21 4,1140,92,2362
TS22 5,3676,341,10175
TS23 1,2498,227,5646
TS23 2,3342,261,7776
TS23 3,6258,359,13498
TS23 4,721,96,1506
TS24 0,3385,340,6248
TS24 7,681,253,1554
TS24 8,2866,234,6273
TS24 9,3517,200,8068
TS25 1,4067,326,8794
TS25 2,3520,237,7997
TS25 3,2609,217,5920
TS25 4,2610,192,6196
TS25 5,4852,259,9325
TS26 0,5507,357,14514
TS26 8,2924,232,5123
TS26 9,3102,215,5990
TS27 3,2287,163,5087
TS27 4,3283,250,6738
TS28 5,2358,195,5378
TS29 6,2794,209,6154
TS3  0,3368,244,7053
TS3  6,1722,174,3269
TS3  7,3011,232,7137
TS3  8,1796,223,5068
TS3  9,3233,212,7218
TS4  2,3661,341,9817
TS4  3,3828,280,9339
TS5  4,2412,221,5970
TS5  5,3225,207,7616
TS5  6,3316,254,7613
TS5  7,2697,254,7394
TS5  8,4969,310,12729
TS6  0,4561,293,10776
TS6  6,1434,289,3080
TS6  7,2017,216,4685
TS6  8,1276,112,2612
TS6  9,4397,272,9189
TS7  0,2778,254,7289
TS7  8,4182,270,9306
TS7  9,2768,203,6036
TS8  0,4118,177,8689
TS8  9,4966,318,13754
TS9  5,2485,249,5582
TS9  6,2564,233,5094
TS9  7,1023,145,2095
TW1  1,3600,307,8849
TW1  2,2981,297,5932
TW1  3,1768,288,4472
TW1  4,3011,312,8400
TW10 5,1407,139,3430
TW10 6,4124,376,8721
TW10 7,3280,299,8028
TW11 0,2938,286,6987
TW11 8,3904,381,8346
TW11 9,3641,307,9084
TW12 1,3000,279,7304
TW12 2,4007,356,9506
TW12 3,2975,239,7230
TW13 4,4948,330,13931
TW13 5,3446,223,10723
TW13 6,3398,296,9639
TW13 7,2407,225,5623
TW14 0,2235,270,7007
TW14 8,3940,273,10855
TW14 9,4534,279,13925
TW15 1,4420,363,10946
TW15 2,3451,330,9060
TW15 3,3553,290,9520
TW16 5,2164,245,5664
TW16 6,2383,251,6438
TW16 7,3902,339,10297
TW17 0,2223,194,5425
TW17 8,2966,259,6253
TW17 9,1270,165,2870
TW18 1,3620,305,8733
TW18 2,3560,292,7720
TW18 3,1943,226,4181
TW18 4,2410,384,6062
TW19 5,1678,162,4336
TW19 6,583,70,1781
TW19 7,4460,305,12710
TW2  5,4060,340,10149
TW2  6,4319,272,10972
TW2  7,4271,277,10545
TW20 0,3442,352,11513
TW20 8,3253,296,8421
TW20 9,2983,326,7490
TW3  1,3124,353,11611
TW3  2,3627,266,10880
TW3  3,4316,355,15069
TW3  4,2932,236,10334
TW4  5,3510,235,11559
TW4  6,1827,210,7182
TW4  7,3710,292,13498
TW5  0,4597,327,15779
TW5  9,4901,367,17647
TW7  4,3125,331,9333
TW7  5,3396,318,10152
TW7  6,4314,362,11644
TW7  7,3903,270,10898
TW8  0,4217,334,12447
TW8  8,2373,257,6118
TW8  9,2235,343,6327
TW9  1,2311,376,4031
TW9  2,3162,349,6803
TW9  3,2192,232,4255
TW9  4,2817,255,7900
UB1  1,3005,332,13289
UB1  2,5948,349,20178
UB1  3,3047,255,10457
UB10 0,4299,371,14576
UB10 8,4828,356,13442
UB10 9,3915,224,11166
UB2  4,4224,374,15628
UB2  5,5812,392,22398
UB3  1,3277,349,11623
UB3  2,4741,345,18018
UB3  3,2615,205,7977
UB3  4,3308,278,11971
UB3  5,2372,181,7295
UB4  0,4497,345,15162
UB4  8,4624,300,14249
UB4  9,4658,325,13197
UB5  4,5844,354,17655
UB5  5,4968,334,13800
UB5  6,6376,392,18843
UB6  0,4191,352,13726
UB6  7,2992,255,8264
UB6  8,5348,385,16095
UB6  9,5439,354,15932
UB7  0,1499,191,4234
UB7  7,3847,344,10768
UB7  8,2796,217,8522
UB7  9,3536,219,13428
UB8  1,2386,365,5716
UB8  2,4819,389,13545
UB8  3,6061,366,19537
UB9  4,996,118,2635
UB9  5,2238,226,5364
UB9  6,3132,274,7735
W10  4,4286,274,10400
W10  5,5436,397,12833
W10  6,5546,383,11926
W11  1,5344,357,9514
W11  2,3957,361,6454
W11  3,2566,357,4148
W11  4,4481,370,9072
W12  0,5839,345,14487
W12  7,4605,361,12599
W12  8,4389,343,9275
W12  9,6143,341,13142
W13  0,4405,336,11209
W13  8,3230,283,7621
W13  9,6115,381,14315
W14  0,5800,392,10789
W14  8,6042,396,11832
W14  9,7058,392,12796
W1B  1,334,102,453
W1D  3,174,185,209
W1D  4,259,151,186
W1D  6,412,161,237
W1D  7,212,113,152
W1F  0,641,235,883
W1F  7,404,251,297
W1G  6,522,172,644
W1G  7,215,117,362
W1G  8,920,250,780
W1G  9,211,241,435
W1H  1,664,229,808
W1H  2,1145,156,1444
W1H  4,479,150,845
W1H  5,779,214,1409
W1H  7,977,247,1196
W1J  5,325,216,304
W1J  6,128,156,26
W1J  7,679,265,358
W1J  8,300,133,126
W1K  1,336,110,116
W1K  2,518,250,379
W1K  3,210,176,186
W1K  4,85,125,111
W1K  5,163,192,264
W1K  6,568,160,565
W1K  7,467,156,489
W1S  1,135,247,98
W1T  1,309,254,519
W1T  2,378,183,382
W1T  3,160,157,484
W1T  4,257,207,783
W1T  5,654,144,478
W1T  6,164,165,641
W1U  1,314,196,248
W1U  2,177,191,234
W1U  3,372,194,320
W1U  4,804,197,792
W1U  5,693,174,882
W1U  6,908,263,1153
W1U  8,462,106,501
W1W  5,783,137,1456
W1W  6,1116,236,1482
W1W  7,539,271,731
W2   1,3671,393,7628
W2   2,3775,391,5388
W2   3,4605,379,6395
W2   4,4747,376,6897
W2   5,5493,355,10745
W2   6,4459,306,7594
W3   0,2413,282,6776
W3   6,5600,395,15469
W3   7,5769,392,16115
W3   8,4564,396,12225
W3   9,3387,286,8376
W4   1,3711,390,8648
W4   2,4653,393,9855
W4   3,5289,395,11400
W4   4,2642,299,5727
W4   5,4299,395,10192
W5   1,4034,349,10554
W5   2,4665,395,11390
W5   3,4368,374,10692
W5   4,5859,338,14190
W5   5,2289,288,5111
W6   0,5682,396,12635
W6   7,2831,278,5976
W6   8,4006,307,8233
W6   9,3953,388,9496
W7   1,3759,238,10644
W7   2,3058,228,8242
W7   3,4617,309,12083
W8   4,2130,286,3238
W8   5,2575,338,4475
W8   6,3181,359,5143
W8   7,3054,311,5070
W9   1,6591,396,12460
W9   2,5541,335,10512
W9   3,6191,377,13516
WA1  1,489,315,1026
WA1  2,1104,288,3500
WA1  3,4643,276,10774
WA1  4,3407,275,8033
WA10 1,1359,302,2566
WA10 2,2590,268,5202
WA10 3,4382,308,9404
WA10 4,3842,243,8875
WA10 5,2721,213,6194
WA10 6,3406,267,8031
WA11 0,7223,371,15513
WA11 7,3078,246,6843
WA11 8,2715,254,6239
WA11 9,5110,343,11391
WA12 0,1900,178,4835
WA12 8,3453,250,9053
WA12 9,4634,388,11651
WA13 0,2943,327,6749
WA13 9,2634,334,6502
WA14 1,1586,286,3870
WA14 2,2712,377,5376
WA14 3,1742,298,4753
WA14 4,3044,381,7471
WA14 5,3252,386,9493
WA15 0,1895,274,4617
WA15 6,5148,329,12348
WA15 7,4459,372,11318
WA15 8,3708,394,9289
WA15 9,2382,320,5959
WA16 0,2727,347,5890
WA16 6,1435,331,3297
WA16 7,1513,257,3267
WA16 8,3492,394,7985
WA16 9,1595,286,3948
WA2  0,7596,373,16712
WA2  7,4070,294,7913
WA2  8,2425,307,5990
WA2  9,4313,252,10393
WA3  1,1489,163,3805
WA3  2,4184,331,10490
WA3  3,4560,351,10341
WA3  4,1984,198,4656
WA3  5,2031,225,4743
WA3  6,4448,389,10619
WA3  7,2014,245,4480
WA4  1,4846,315,11099
WA4  2,5711,381,13307
WA4  3,1782,143,4209
WA4  4,1288,286,3696
WA4  5,2895,272,7575
WA4  6,4168,358,9511
WA5  0,2637,164,6739
WA5  1,5829,355,13361
WA5  2,4240,312,9907
WA5  3,4337,371,13354
WA5  4,1711,152,3778
WA5  7,622,71,1911
WA5  8,2670,135,8300
WA5  9,2289,124,5328
WA6  0,1737,218,4256
WA6  6,2068,331,4773
WA6  7,2589,235,5758
WA6  8,1037,187,2230
WA6  9,1096,182,2506
WA7  1,2809,355,6988
WA7  2,6926,389,15820
WA7  3,1562,194,3241
WA7  4,4102,354,9174
WA7  5,5596,347,12831
WA7  6,6480,305,15124
WA8  0,1579,385,4002
WA8  3,2893,179,6394
WA8  4,3109,134,6687
WA8  5,924,110,3423
WA8  6,3472,272,7799
WA8  7,4576,312,10713
WA8  8,5416,370,12617
WA8  9,4954,397,12419
WA9  1,2445,256,5995
WA9  2,3104,167,7298
WA9  3,5198,387,11805
WA9  4,5959,395,14445
WA9  5,5216,353,13201
